Student_ID,Branch,Skills,Interest_Area,Preferred_Domain,Complexity,CGPA,Recommended_Project
ST0354,Civil,"MATLAB, Java, CAD, SQL",Energy Systems,Industry,Advanced,8.09,
ST0355,Biotech,R,Robotics,Academic,Intermediate,6.6,
ST0356,CSE,"Python, JavaScript",Robotics,Research,Advanced,8.68,
ST0357,CSE,"R, HTML, CSS, C++",Energy Systems,Research,Advanced,7.98,
ST0358,CSE,"C++, JavaScript, CAD",Energy Systems,Industry,Beginner,9.11,
ST0359,AI,"R, CSS, CAD",Embedded Systems,Academic,Intermediate,8.83,
ST0360,Biotech,SQL,Robotics,Academic,Intermediate,7.14,
ST0361,EEE,"CSS, Python, JavaScript",Web Dev,Research,Intermediate,7.91,
ST0362,Mechanical,CAD,Energy Systems,Research,Intermediate,9.46,
ST0363,Civil,R,Energy Systems,Academic,Beginner,9.33,
ST0364,Mechanical,MATLAB,Web Dev,Academic,Beginner,7.65,
ST0365,EEE,"JavaScript, HTML, SQL, CSS",Energy Systems,Research,Advanced,7.79,
ST0366,IT,"R, CAD, JavaScript",Robotics,Industry,Advanced,9.0,
ST0367,ECE,"CSS, CAD",Blockchain,Industry,Advanced,6.87,
ST0368,AI,"JavaScript, C++",Data Science,Academic,Advanced,9.9,
ST0369,CSE,MATLAB,Embedded Systems,Research,Advanced,6.66,
ST0370,Biotech,"Java, CAD, SQL, R",Robotics,Research,Intermediate,6.98,
ST0371,IT,MATLAB,Energy Systems,Industry,Beginner,6.93,
ST0372,Chemical,"Python, C++, CSS",Robotics,Research,Advanced,7.7,
ST0373,Civil,"R, SQL, JavaScript, Python",Energy Systems,Industry,Beginner,8.77,
ST0374,Mechanical,"R, HTML",Energy Systems,Academic,Beginner,7.33,
ST0375,Mechanical,"MATLAB, CAD",AI,Academic,Advanced,7.95,
ST0376,Mechanical,"Python, HTML",IoT,Academic,Intermediate,8.19,
ST0377,AI,Java,Web Dev,Research,Intermediate,6.11,
ST0378,EEE,R,Data Science,Academic,Advanced,6.4,
ST0379,Chemical,"Java, Python, CSS",AI,Research,Intermediate,9.8,
ST0380,IT,"Java, CSS",Energy Systems,Academic,Beginner,7.66,
ST0381,Biotech,"CAD, SQL, HTML",Robotics,Industry,Beginner,8.21,
ST0382,AI,Python,Web Dev,Research,Beginner,6.92,
ST0383,Chemical,"CAD, Java, C++, CSS",Web Dev,Research,Beginner,6.78,
ST0384,Mechanical,"R, CSS",Energy Systems,Academic,Advanced,7.74,
ST0385,EEE,"CAD, CSS, HTML, JavaScript",Robotics,Research,Advanced,7.3,
ST0386,IT,"Python, Java",Web Dev,Industry,Advanced,6.77,
ST0387,EEE,Java,Energy Systems,Academic,Intermediate,6.8,
ST0388,Biotech,"Java, C++",Blockchain,Research,Beginner,9.25,
ST0389,ECE,"C++, SQL",Energy Systems,Industry,Beginner,7.64,
ST0390,Mechanical,"Java, MATLAB",IoT,Research,Advanced,9.1,
ST0391,Mechanical,"Java, R",Energy Systems,Industry,Advanced,7.1,
ST0392,AI,SQL,Blockchain,Academic,Intermediate,8.24,
ST0393,Biotech,"R, MATLAB",AI,Academic,Beginner,6.59,
ST0394,Biotech,"HTML, CSS",AI,Research,Advanced,6.24,
ST0395,EEE,"Python, CSS, HTML",AI,Industry,Beginner,7.35,
ST0396,Chemical,"CAD, R, HTML, SQL",Robotics,Industry,Intermediate,9.97,
ST0397,Chemical,"SQL, JavaScript, CAD",Web Dev,Academic,Intermediate,9.18,
ST0398,Chemical,"JavaScript, R, CAD",Web Dev,Research,Advanced,8.09,
ST0399,Civil,JavaScript,Energy Systems,Research,Intermediate,8.7,
ST0400,AI,"C++, CSS, MATLAB",Data Science,Academic,Beginner,9.33,
ST0401,ECE,"SQL, HTML, CAD",IoT,Research,Beginner,6.56,
ST0402,Biotech,"R, Python",AI,Research,Intermediate,8.95,
ST0403,Chemical,MATLAB,Energy Systems,Academic,Beginner,7.89,
ST0404,ECE,"MATLAB, CSS, Python",Blockchain,Industry,Beginner,7.3,
ST0405,Mechanical,"SQL, C++, R, MATLAB",Robotics,Industry,Beginner,9.86,
ST0406,CSE,"R, JavaScript, SQL, MATLAB",Web Dev,Academic,Advanced,9.83,
ST0407,AI,R,Embedded Systems,Industry,Beginner,9.65,
ST0408,IT,SQL,Data Science,Research,Advanced,7.21,
ST0409,IT,"R, Python, C++",AI,Research,Intermediate,7.8,
ST0410,CSE,"Java, MATLAB",Energy Systems,Industry,Advanced,9.3,
ST0411,Mechanical,"C++, JavaScript, HTML, MATLAB",Web Dev,Industry,Advanced,6.78,
ST0412,AI,"MATLAB, Python",Web Dev,Academic,Beginner,9.1,
ST0413,IT,"R, CSS",Robotics,Academic,Beginner,7.1,
ST0414,Chemical,"CAD, R",Embedded Systems,Academic,Beginner,8.68,
ST0415,IT,"Python, JavaScript, HTML",Data Science,Academic,Intermediate,7.58,
ST0416,Chemical,"Python, HTML, MATLAB, CSS",Blockchain,Academic,Intermediate,7.69,
ST0417,Chemical,"Java, CAD, CSS",Embedded Systems,Industry,Beginner,9.44,
ST0418,IT,"CAD, HTML, R, Python",Blockchain,Academic,Beginner,6.27,
ST0419,IT,"SQL, Java, CAD",AI,Research,Advanced,7.46,
ST0420,ECE,"Java, CAD, C++, CSS",Data Science,Academic,Intermediate,8.78,
ST0421,IT,HTML,IoT,Industry,Intermediate,7.16,
ST0422,Biotech,"SQL, Java",Robotics,Research,Advanced,8.99,
ST0423,CSE,"R, Python",Embedded Systems,Research,Intermediate,6.13,
ST0424,Mechanical,"MATLAB, CAD",IoT,Academic,Intermediate,8.43,
ST0425,AI,HTML,Energy Systems,Academic,Intermediate,6.27,
ST0426,Biotech,"CAD, Java",Data Science,Academic,Intermediate,9.33,
ST0427,Civil,"Java, CSS, SQL, R",Embedded Systems,Research,Intermediate,7.08,
ST0428,Mechanical,"JavaScript, CSS, C++",IoT,Industry,Advanced,9.07,
ST0429,ECE,"SQL, R, Python, HTML",IoT,Industry,Beginner,9.09,
ST0430,CSE,CAD,AI,Academic,Intermediate,6.05,
ST0431,Civil,"CSS, Python, C++",Energy Systems,Industry,Advanced,8.06,
ST0432,Mechanical,"R, SQL, Python",Blockchain,Research,Intermediate,7.56,
ST0433,AI,"C++, Python",AI,Research,Intermediate,7.47,
ST0434,IT,"R, JavaScript, SQL, HTML",Robotics,Research,Advanced,7.59,
ST0435,ECE,"R, SQL, MATLAB, Python",IoT,Academic,Beginner,7.78,
ST0436,AI,HTML,AI,Industry,Beginner,9.96,
ST0437,AI,SQL,Web Dev,Academic,Advanced,8.65,
ST0438,CSE,"Java, CAD",Embedded Systems,Academic,Advanced,6.73,
ST0439,AI,"CAD, HTML",Robotics,Academic,Beginner,6.23,
ST0440,EEE,"SQL, R",Blockchain,Industry,Intermediate,9.78,
ST0441,Biotech,"JavaScript, R, CAD",AI,Research,Intermediate,8.77,
ST0442,EEE,"Java, SQL",Embedded Systems,Academic,Advanced,7.46,
ST0443,Civil,"Python, SQL",IoT,Research,Intermediate,8.41,
ST0444,AI,"R, CAD",Web Dev,Academic,Beginner,6.77,
ST0445,ECE,CAD,IoT,Academic,Beginner,7.66,
ST0446,ECE,"CSS, C++, HTML, Java",Web Dev,Academic,Beginner,6.11,
ST0447,AI,"R, HTML, C++, CSS",Blockchain,Academic,Beginner,9.55,
ST0448,CSE,"SQL, CSS, HTML, MATLAB",Data Science,Academic,Beginner,8.57,
ST0449,EEE,"JavaScript, HTML, CSS",Embedded Systems,Industry,Intermediate,6.89,
ST0450,Civil,"HTML, C++, Python, MATLAB",AI,Research,Intermediate,8.99,
ST0451,CSE,SQL,IoT,Research,Advanced,6.29,
ST0452,Biotech,MATLAB,Embedded Systems,Industry,Advanced,6.68,
ST0453,IT,"C++, R, CSS",Blockchain,Academic,Advanced,7.82,
ST0454,CSE,"Python, MATLAB, SQL",Energy Systems,Industry,Intermediate,7.04,
ST0455,CSE,"Python, Java, R, CAD",Embedded Systems,Academic,Advanced,8.06,
ST0456,ECE,"MATLAB, HTML, Python",Blockchain,Academic,Beginner,8.36,
ST0457,AI,CAD,Embedded Systems,Industry,Advanced,8.37,
ST0458,Biotech,"Python, HTML, R",IoT,Industry,Intermediate,8.82,
ST0459,AI,R,Data Science,Academic,Beginner,8.14,
ST0460,IT,"Python, CAD, MATLAB",Data Science,Academic,Intermediate,6.38,
ST0461,Civil,"Java, HTML, CSS, MATLAB",Energy Systems,Academic,Advanced,9.34,
ST0462,Mechanical,"HTML, MATLAB",Robotics,Research,Beginner,8.84,
ST0463,Mechanical,"R, JavaScript, MATLAB",Energy Systems,Industry,Intermediate,7.13,
ST0464,AI,"Python, R",Blockchain,Academic,Advanced,8.54,
ST0465,Chemical,"MATLAB, Java",Blockchain,Industry,Advanced,8.26,
ST0466,ECE,"CAD, CSS, JavaScript, HTML",IoT,Academic,Intermediate,6.37,
ST0467,IT,HTML,AI,Research,Beginner,7.72,
ST0468,ECE,"CAD, Python, Java, JavaScript",Web Dev,Academic,Beginner,6.85,
ST0469,ECE,CSS,Robotics,Industry,Beginner,7.26,
ST0470,Civil,"MATLAB, Java, C++, JavaScript",IoT,Research,Advanced,6.67,
ST0471,Mechanical,"Java, MATLAB",Blockchain,Industry,Advanced,6.57,
ST0472,IT,Python,Blockchain,Research,Intermediate,8.8,
ST0473,ECE,"R, MATLAB, CSS",Blockchain,Industry,Intermediate,7.32,
ST0474,EEE,"SQL, Java",AI,Research,Beginner,9.48,
ST0475,CSE,"Java, JavaScript, CSS, MATLAB",Energy Systems,Industry,Beginner,6.08,
ST0476,IT,"MATLAB, R, JavaScript",AI,Research,Beginner,8.4,
ST0477,AI,R,Data Science,Academic,Advanced,6.45,
ST0478,CSE,C++,AI,Research,Intermediate,9.55,
ST0479,Mechanical,"CSS, Java, R, Python",IoT,Industry,Intermediate,8.29,
ST0480,AI,"CSS, HTML, R",AI,Research,Beginner,7.54,
ST0481,Civil,MATLAB,Energy Systems,Academic,Advanced,6.7,
ST0482,CSE,"JavaScript, SQL, HTML, CAD",Web Dev,Industry,Intermediate,7.5,
ST0483,Biotech,"CAD, MATLAB, JavaScript",Energy Systems,Industry,Advanced,9.68,
ST0484,Civil,"HTML, CAD",IoT,Research,Intermediate,7.55,
ST0485,Chemical,"Java, JavaScript, C++, HTML",Robotics,Industry,Intermediate,8.88,
ST0486,AI,"JavaScript, Java, MATLAB",Robotics,Industry,Beginner,9.21,
ST0487,IT,"Java, CAD",IoT,Academic,Intermediate,6.93,
ST0488,IT,"SQL, MATLAB, C++",Data Science,Academic,Beginner,8.25,
ST0489,ECE,"Python, MATLAB, Java, JavaScript",Data Science,Academic,Beginner,8.14,
ST0490,ECE,SQL,Robotics,Academic,Beginner,7.47,
ST0491,Biotech,"SQL, CAD",Energy Systems,Research,Beginner,7.11,
ST0492,ECE,"Python, CSS, Java",Embedded Systems,Academic,Intermediate,7.57,
ST0493,CSE,"HTML, MATLAB",AI,Industry,Intermediate,8.05,
ST0494,AI,"Java, R",AI,Academic,Intermediate,7.15,
ST0495,IT,"JavaScript, Python, C++",Blockchain,Industry,Intermediate,8.92,
ST0496,Civil,"CAD, Python, HTML, C++",Web Dev,Academic,Intermediate,8.69,
ST0497,Chemical,Java,AI,Research,Advanced,7.42,
ST0498,AI,"R, SQL",Embedded Systems,Academic,Intermediate,9.75,
ST0499,ECE,"HTML, CAD",Energy Systems,Academic,Advanced,6.6,
ST0500,Civil,"SQL, CAD, MATLAB",AI,Academic,Advanced,8.67,
ST0501,IT,Python,Robotics,Industry,Intermediate,6.41,
ST0502,EEE,"R, HTML",Energy Systems,Research,Intermediate,8.42,
ST0503,IT,Python,AI,Academic,Advanced,8.88,
ST0504,EEE,Java,Embedded Systems,Industry,Beginner,9.89,
ST0505,Biotech,"Python, JavaScript, MATLAB, Java",Blockchain,Academic,Intermediate,7.26,
ST0506,IT,"C++, HTML, Python",Blockchain,Industry,Beginner,7.85,
ST0507,CSE,"MATLAB, Python, R, HTML",Robotics,Industry,Advanced,9.07,
ST0508,AI,CAD,Data Science,Industry,Beginner,8.45,
ST0509,ECE,"SQL, JavaScript, MATLAB, Python",IoT,Academic,Intermediate,7.74,
ST0510,EEE,"JavaScript, HTML",Data Science,Industry,Advanced,7.01,
ST0511,Chemical,"R, SQL",Energy Systems,Industry,Intermediate,9.01,
ST0512,IT,"Python, CSS, HTML",Blockchain,Industry,Beginner,7.99,
ST0513,Biotech,"R, CSS, CAD",AI,Research,Intermediate,8.87,
ST0514,Chemical,SQL,AI,Academic,Beginner,8.99,
ST0515,Chemical,"CSS, CAD",Web Dev,Academic,Advanced,8.88,
ST0516,Mechanical,"Java, HTML",Web Dev,Academic,Intermediate,9.66,
ST0517,EEE,SQL,Embedded Systems,Industry,Beginner,8.46,
ST0518,Biotech,"Python, Java, CAD, HTML",Energy Systems,Academic,Beginner,9.31,
ST0519,Biotech,"HTML, Java",Energy Systems,Research,Intermediate,7.87,
ST0520,Civil,CAD,Energy Systems,Academic,Beginner,6.56,
ST0521,AI,"SQL, HTML",AI,Academic,Intermediate,8.08,
ST0522,EEE,"C++, JavaScript, CSS",Blockchain,Academic,Advanced,8.83,
ST0523,Chemical,"MATLAB, SQL, JavaScript, CSS",Data Science,Industry,Advanced,6.79,
ST0524,EEE,SQL,Energy Systems,Industry,Intermediate,9.5,
ST0525,ECE,MATLAB,AI,Research,Advanced,7.12,
ST0526,CSE,"R, C++, CAD, CSS",IoT,Research,Intermediate,8.54,
ST0527,Biotech,"Python, C++, CAD",Embedded Systems,Research,Beginner,6.96,
ST0528,Biotech,JavaScript,Robotics,Industry,Beginner,8.74,
ST0529,Civil,CAD,Robotics,Industry,Intermediate,9.02,
ST0530,Mechanical,"MATLAB, JavaScript",Blockchain,Research,Intermediate,6.54,
ST0531,AI,"Java, SQL, HTML, JavaScript",Embedded Systems,Industry,Intermediate,7.91,
ST0532,EEE,"CSS, Python",Embedded Systems,Industry,Advanced,8.91,
ST0533,IT,"Python, HTML, CAD",Energy Systems,Industry,Advanced,6.61,
ST0534,EEE,"C++, Java, CSS",Blockchain,Research,Intermediate,9.9,
ST0535,Chemical,"JavaScript, MATLAB, HTML",Web Dev,Academic,Advanced,9.12,
ST0536,EEE,CAD,Energy Systems,Research,Beginner,8.38,
ST0537,IT,C++,Data Science,Industry,Beginner,7.3,
ST0538,AI,CAD,Data Science,Academic,Advanced,9.48,
ST0539,CSE,Java,Energy Systems,Academic,Intermediate,6.55,
ST0540,Mechanical,"HTML, R",IoT,Research,Advanced,9.08,
ST0541,Civil,"JavaScript, MATLAB, Java, C++",Blockchain,Research,Beginner,9.31,
ST0542,Mechanical,"HTML, SQL",AI,Industry,Advanced,9.52,
ST0543,CSE,HTML,Web Dev,Research,Beginner,6.42,
ST0544,AI,"SQL, CAD, Java, C++",IoT,Industry,Intermediate,9.18,
ST0545,ECE,"R, Java",AI,Academic,Beginner,7.01,
ST0546,Mechanical,"Java, Python, CAD, CSS",Data Science,Industry,Advanced,7.43,
ST0547,Mechanical,"Python, R, HTML, MATLAB",AI,Research,Intermediate,8.83,
ST0548,Biotech,"R, CSS, Python",Web Dev,Academic,Advanced,8.8,
ST0549,Mechanical,"CSS, R",Blockchain,Research,Intermediate,9.11,
ST0550,Mechanical,"CAD, C++, Python, HTML",IoT,Research,Beginner,7.37,
ST0551,ECE,"SQL, Java, MATLAB",Embedded Systems,Research,Advanced,9.53,
ST0552,Mechanical,"R, Java",IoT,Research,Advanced,9.61,
ST0553,Chemical,"C++, JavaScript, Python, R",Embedded Systems,Research,Beginner,7.64,
ST0554,Civil,"HTML, R, C++",Embedded Systems,Industry,Intermediate,6.79,
ST0555,ECE,"JavaScript, MATLAB, HTML, SQL",Energy Systems,Research,Intermediate,7.99,
ST0556,CSE,R,AI,Academic,Intermediate,8.12,
ST0557,Biotech,Java,IoT,Academic,Intermediate,6.01,
ST0558,ECE,"Python, SQL, C++, Java",Data Science,Industry,Advanced,7.94,
ST0559,ECE,"HTML, SQL, CSS",Embedded Systems,Research,Advanced,6.94,
ST0560,EEE,SQL,Robotics,Academic,Intermediate,6.36,
ST0561,ECE,"R, Python",Embedded Systems,Industry,Advanced,6.88,
ST0562,CSE,"JavaScript, Python, MATLAB, Java",Energy Systems,Research,Advanced,9.52,
ST0563,AI,"CAD, CSS",AI,Academic,Intermediate,6.34,
ST0564,CSE,"HTML, JavaScript",IoT,Industry,Beginner,6.26,
ST0565,Chemical,"C++, SQL, CSS",Web Dev,Industry,Beginner,6.1,
ST0566,Mechanical,"JavaScript, CSS",Data Science,Academic,Beginner,9.19,
ST0567,Biotech,"MATLAB, Java",Data Science,Research,Beginner,9.63,
ST0568,ECE,"MATLAB, Python, C++, SQL",IoT,Research,Intermediate,6.91,
ST0569,ECE,HTML,Web Dev,Industry,Intermediate,6.17,
ST0570,Civil,"C++, HTML, Python, SQL",Energy Systems,Academic,Advanced,9.17,
ST0571,CSE,"CSS, CAD, Python, R",AI,Research,Beginner,6.37,
ST0572,ECE,"JavaScript, MATLAB",Web Dev,Academic,Beginner,6.88,
ST0573,IT,"Java, MATLAB, Python",Robotics,Research,Advanced,9.57,
ST0574,AI,"JavaScript, HTML, Java, CAD",IoT,Research,Advanced,9.83,
ST0575,EEE,"CAD, R, C++, Java",Web Dev,Research,Advanced,9.03,
ST0576,EEE,"JavaScript, C++, SQL, HTML",AI,Research,Advanced,9.64,
ST0577,Mechanical,"Python, Java, CAD",Robotics,Industry,Beginner,8.07,
ST0578,ECE,JavaScript,IoT,Academic,Intermediate,9.93,
ST0579,Biotech,"C++, MATLAB, CSS",Data Science,Research,Advanced,8.64,
ST0580,Chemical,HTML,AI,Industry,Advanced,7.34,
ST0581,Mechanical,"CSS, JavaScript, CAD, HTML",Energy Systems,Industry,Intermediate,8.56,
ST0582,Chemical,"C++, Python",Data Science,Research,Intermediate,7.72,
ST0583,Civil,"MATLAB, JavaScript, CAD",Blockchain,Academic,Advanced,8.06,
ST0584,CSE,"Python, JavaScript, R",Web Dev,Academic,Intermediate,9.59,
ST0585,Chemical,"MATLAB, SQL, HTML",Embedded Systems,Industry,Intermediate,7.26,
ST0586,AI,"C++, Python, JavaScript",Robotics,Industry,Intermediate,7.85,
ST0587,Civil,"JavaScript, HTML, C++, MATLAB",Energy Systems,Industry,Beginner,7.13,
ST0588,CSE,JavaScript,Data Science,Research,Beginner,7.18,
ST0589,IT,Java,Blockchain,Research,Advanced,6.17,
ST0590,Chemical,"MATLAB, JavaScript",Web Dev,Industry,Intermediate,6.55,
ST0591,EEE,"MATLAB, Python, CAD",Data Science,Industry,Advanced,9.99,
ST0592,Biotech,"HTML, R, C++, JavaScript",Robotics,Academic,Advanced,7.25,
ST0593,Chemical,"CAD, Java, JavaScript",Data Science,Research,Intermediate,9.55,
ST0594,Mechanical,R,AI,Industry,Beginner,9.4,
ST0595,ECE,HTML,IoT,Academic,Intermediate,9.34,
ST0596,AI,"HTML, Python, Java, JavaScript",Data Science,Industry,Intermediate,9.9,
ST0597,CSE,CSS,AI,Academic,Advanced,8.41,
ST0598,AI,"HTML, CAD, JavaScript, CSS",AI,Industry,Intermediate,8.78,
ST0599,CSE,Java,Energy Systems,Research,Intermediate,8.23,
ST0600,Civil,"C++, CAD, CSS, R",Data Science,Research,Intermediate,8.76,
ST0601,EEE,"SQL, C++, MATLAB, JavaScript",Embedded Systems,Academic,Intermediate,6.32,
ST0602,AI,"Python, SQL, MATLAB",Energy Systems,Academic,Intermediate,9.02,
ST0603,IT,"C++, CAD",AI,Academic,Intermediate,8.17,
ST0604,AI,"Python, HTML, MATLAB, SQL",AI,Industry,Intermediate,9.42,
ST0605,Biotech,R,Embedded Systems,Industry,Advanced,9.51,
ST0606,Civil,"C++, Python, CAD",Energy Systems,Academic,Beginner,9.37,
ST0607,Mechanical,"JavaScript, Python",Robotics,Academic,Intermediate,7.59,
ST0608,EEE,"R, C++, MATLAB, Java",Web Dev,Industry,Beginner,8.94,
ST0609,Chemical,"CAD, Python, C++",Web Dev,Industry,Beginner,7.76,
ST0610,Civil,MATLAB,Web Dev,Academic,Beginner,9.51,
ST0611,Biotech,"C++, MATLAB",Robotics,Research,Advanced,8.02,
ST0612,ECE,"JavaScript, SQL",IoT,Industry,Advanced,7.9,
ST0613,Chemical,"CAD, HTML",AI,Academic,Advanced,9.08,
ST0614,Biotech,"SQL, JavaScript, CAD",Blockchain,Academic,Beginner,9.13,
ST0615,Biotech,"CAD, MATLAB",Energy Systems,Academic,Advanced,7.56,
ST0616,Chemical,"C++, MATLAB, JavaScript, R",Energy Systems,Academic,Advanced,8.38,
ST0617,Mechanical,C++,Data Science,Research,Advanced,9.47,
ST0618,Mechanical,"SQL, CSS, JavaScript, HTML",AI,Research,Beginner,8.8,
ST0619,Chemical,"Java, SQL, CAD",Robotics,Academic,Intermediate,10.0,
ST0620,Civil,"CAD, MATLAB, Python",Robotics,Research,Advanced,6.04,
ST0621,Civil,"CAD, MATLAB",Robotics,Research,Beginner,7.88,
ST0622,CSE,"Java, MATLAB",Blockchain,Research,Beginner,6.43,
ST0623,Chemical,"Python, R, JavaScript",IoT,Research,Advanced,7.05,
ST0624,Mechanical,Python,Blockchain,Academic,Advanced,9.09,
ST0625,Chemical,"MATLAB, JavaScript",Energy Systems,Research,Intermediate,7.46,
ST0626,IT,"Java, CAD, HTML, R",Embedded Systems,Research,Advanced,7.01,
ST0627,Mechanical,"Java, CSS, R, JavaScript",Embedded Systems,Academic,Beginner,7.47,
ST0628,ECE,"HTML, C++, Python",Data Science,Academic,Beginner,9.67,
ST0629,CSE,"MATLAB, R",Energy Systems,Industry,Beginner,6.35,
ST0630,Chemical,"CSS, CAD, Python, Java",AI,Research,Intermediate,9.49,
ST0631,EEE,MATLAB,Web Dev,Academic,Beginner,8.75,
ST0632,Mechanical,"MATLAB, C++",Data Science,Academic,Beginner,7.48,
ST0633,AI,"Java, R",IoT,Research,Intermediate,6.32,
ST0634,Chemical,"HTML, R, Java, Python",Robotics,Industry,Advanced,8.35,
ST0635,CSE,"HTML, JavaScript, R, Python",Data Science,Academic,Intermediate,8.26,
ST0636,Chemical,"CAD, C++, JavaScript",Robotics,Academic,Intermediate,8.32,
ST0637,Civil,"SQL, HTML, MATLAB",IoT,Research,Intermediate,7.58,
ST0638,Mechanical,"SQL, CSS, HTML",Robotics,Research,Beginner,8.91,
ST0639,AI,"SQL, HTML, CSS, CAD",Embedded Systems,Research,Intermediate,6.72,
ST0640,EEE,"CSS, JavaScript, SQL, MATLAB",Blockchain,Research,Beginner,9.72,
ST0641,IT,"R, C++, JavaScript, MATLAB",Web Dev,Research,Beginner,8.57,
ST0642,AI,"HTML, CSS, Java, JavaScript",Embedded Systems,Research,Advanced,9.27,
ST0643,CSE,"C++, Java, SQL",Web Dev,Industry,Advanced,9.96,
ST0644,ECE,CAD,Robotics,Industry,Beginner,8.06,
ST0645,CSE,Java,Web Dev,Research,Beginner,6.98,
ST0646,CSE,"R, MATLAB, JavaScript",Blockchain,Industry,Beginner,8.47,
ST0647,IT,"Python, SQL, R",IoT,Industry,Intermediate,8.83,
ST0648,EEE,"MATLAB, R, HTML",Blockchain,Research,Advanced,9.93,
ST0649,ECE,"JavaScript, SQL, CSS",Embedded Systems,Research,Intermediate,8.92,
ST0650,ECE,"MATLAB, JavaScript, HTML",Robotics,Industry,Advanced,6.41,
ST0651,AI,"MATLAB, JavaScript, CSS",Web Dev,Research,Beginner,8.51,
ST0652,AI,"C++, JavaScript",Embedded Systems,Industry,Advanced,9.52,
ST0653,ECE,"MATLAB, C++, Python, HTML",IoT,Academic,Advanced,9.38,
ST0654,AI,SQL,Embedded Systems,Industry,Advanced,8.92,
ST0655,ECE,"HTML, C++, JavaScript",Energy Systems,Academic,Beginner,7.37,
ST0656,Chemical,"MATLAB, C++, Python",IoT,Academic,Intermediate,8.1,
ST0657,Chemical,"JavaScript, R, CSS, C++",Blockchain,Academic,Beginner,7.44,
ST0658,Chemical,"JavaScript, Java",Web Dev,Research,Intermediate,6.84,
ST0659,Chemical,CSS,Energy Systems,Academic,Advanced,9.51,
ST0660,Civil,"JavaScript, Python, MATLAB, Java",Blockchain,Academic,Advanced,8.47,
ST0661,AI,CAD,AI,Research,Beginner,7.27,
ST0662,EEE,"MATLAB, R",Blockchain,Academic,Advanced,9.57,
ST0663,EEE,"JavaScript, Python, R, HTML",Data Science,Academic,Beginner,9.48,
ST0664,Biotech,"Python, Java",Blockchain,Industry,Intermediate,9.0,
ST0665,ECE,"Python, Java, C++, CAD",Energy Systems,Industry,Advanced,6.39,
ST0666,CSE,JavaScript,Embedded Systems,Academic,Advanced,9.52,
ST0667,IT,CAD,AI,Academic,Beginner,7.58,
ST0668,IT,SQL,Robotics,Academic,Beginner,9.24,
ST0669,Biotech,"Java, MATLAB, CSS",Blockchain,Industry,Advanced,8.89,
ST0670,CSE,"MATLAB, JavaScript",Energy Systems,Academic,Intermediate,6.74,
ST0671,Chemical,"HTML, SQL, Python, MATLAB",Data Science,Academic,Beginner,8.15,
ST0672,Chemical,"HTML, CAD",Blockchain,Research,Intermediate,8.01,
ST0673,Mechanical,MATLAB,Embedded Systems,Research,Beginner,9.71,
ST0674,Chemical,"Python, SQL, HTML, C++",IoT,Academic,Advanced,9.85,
ST0675,Civil,"CSS, R, Java, MATLAB",AI,Research,Intermediate,8.4,
ST0676,IT,SQL,Blockchain,Research,Advanced,7.14,
ST0677,CSE,"CAD, C++, SQL",Embedded Systems,Research,Beginner,7.96,
ST0678,EEE,"SQL, Java",Blockchain,Industry,Advanced,9.17,
ST0679,CSE,"HTML, C++, JavaScript, SQL",Embedded Systems,Research,Intermediate,6.9,
ST0680,IT,SQL,Embedded Systems,Academic,Advanced,7.19,
ST0681,Biotech,"C++, HTML, JavaScript, R",Data Science,Research,Beginner,6.99,
ST0682,Civil,"JavaScript, CAD, MATLAB",AI,Research,Beginner,7.66,
ST0683,AI,"SQL, CSS",Robotics,Academic,Beginner,6.1,
ST0684,Mechanical,R,IoT,Research,Beginner,9.04,
ST0685,Civil,CAD,Web Dev,Industry,Intermediate,7.48,
ST0686,Civil,"Python, CSS, SQL, CAD",Blockchain,Industry,Beginner,6.87,
ST0687,CSE,MATLAB,Data Science,Industry,Beginner,7.81,
ST0688,Biotech,"MATLAB, Python, HTML",AI,Research,Intermediate,6.52,
ST0689,ECE,"HTML, Java",Embedded Systems,Research,Beginner,8.56,
ST0690,Mechanical,"CSS, HTML",Web Dev,Industry,Intermediate,9.55,
ST0691,IT,Python,IoT,Research,Intermediate,9.12,
ST0692,EEE,"SQL, JavaScript, C++",Data Science,Research,Advanced,6.07,
ST0693,Mechanical,"CSS, Java, CAD",Embedded Systems,Research,Intermediate,6.14,
ST0694,Civil,R,Data Science,Industry,Intermediate,6.87,
ST0695,CSE,"Python, Java, R, CAD",AI,Research,Beginner,6.16,
ST0696,Biotech,"JavaScript, Java",Web Dev,Academic,Intermediate,7.2,
ST0697,Biotech,"Python, MATLAB",Web Dev,Academic,Intermediate,8.72,
ST0698,CSE,CSS,Robotics,Academic,Beginner,8.32,
ST0699,IT,JavaScript,Robotics,Research,Advanced,9.36,
ST0700,Mechanical,"C++, CSS, Python",Data Science,Research,Advanced,6.22,
ST0701,EEE,CAD,Robotics,Industry,Beginner,9.84,
ST0702,Mechanical,JavaScript,IoT,Research,Intermediate,6.25,
ST0703,Civil,"CSS, SQL, MATLAB, CAD",Embedded Systems,Research,Intermediate,9.65,
ST0704,Chemical,"C++, Python, SQL, Java",Energy Systems,Academic,Beginner,7.63,
ST0705,Chemical,"MATLAB, R, Python, HTML",IoT,Academic,Intermediate,6.56,
ST0706,IT,"CAD, Java",Blockchain,Academic,Intermediate,7.73,
ST0707,IT,"JavaScript, HTML",Embedded Systems,Research,Intermediate,9.27,
